date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,endpoint,source_endpoint,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid,grossProfitMargin,ebitMargin,ebitdaMargin,operatingProfitMargin,pretaxProfitMargin,continuousOperationsProfitMargin,netProfitMargin,bottomLineProfitMargin,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,solvencyRatio,cashRatio,priceToEarningsRatio,priceToEarningsGrowthRatio,forwardPriceToEarningsGrowthRatio,priceToBookRatio,priceToSalesRatio,priceToFreeCashFlowRatio,priceToOperatingCashFlowRatio,debtToAssetsRatio,debtToEquityRatio,debtToCapitalRatio,longTermDebtToCapitalRatio,financialLeverageRatio,workingCapitalTurnoverRatio,operatingCashFlowRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,debtServiceCoverageRatio,interestCoverageRatio,shortTermOperatingCashFlowCoverageRatio,operatingCashFlowCoverageRatio,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,dividendYield,dividendYieldPercentage,revenuePerShare,netIncomePerShare,interestDebtPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,operatingCashFlowPerShare,capexPerShare,freeCashFlowPerShare,netIncomePerEBT,ebtPerEbit,priceToFairValue,debtToMarketCap,effectiveTaxRate,enterpriseValueMultiple,dividendPerShare,grossProfitMarginTTM,ebitMarginTTM,ebitdaMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,continuousOperationsProfitMarginTTM,netProfitMarginTTM,bottomLineProfitMarginTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,currentRatioTTM,quickRatioTTM,solvencyRatioTTM,cashRatioTTM,priceToEarningsRatioTTM,priceToEarningsGrowthRatioTTM,forwardPriceToEarningsGrowthRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceToFreeCashFlowRatioTTM,priceToOperatingCashFlowRatioTTM,debtToAssetsRatioTTM,debtToEquityRatioTTM,debtToCapitalRatioTTM,longTermDebtToCapitalRatioTTM,financialLeverageRatioTTM,workingCapitalTurnoverRatioTTM,operatingCashFlowRatioTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,debtServiceCoverageRatioTTM,interestCoverageRatioTTM,shortTermOperatingCashFlowCoverageRatioTTM,operatingCashFlowCoverageRatioTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,dividendPayoutRatioTTM,dividendYieldTTM,enterpriseValueTTM,revenuePerShareTTM,netIncomePerShareTTM,interestDebtPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,operatingCashFlowPerShareTTM,capexPerShareTTM,freeCashFlowPerShareTTM,netIncomePerEBTTTM,ebtPerEbitTTM,priceToFairValueTTM,debtToMarketCapTTM,effectiveTaxRateTTM,enterpriseValueMultipleTTM,dividendPerShareTTM,marketCap,enterpriseValue,evToSales,evToOperatingCashFlow,evToFreeCashFlow,evToEBITDA,netDebtToEBITDA,incomeQuality,grahamNumber,grahamNetNet,taxBurden,interestBurden,workingCapital,investedCapital,returnOnAssets,operatingReturnOnAssets,returnOnTangibleAssets,returnOnEquity,returnOnInvestedCapital,returnOnCapitalEmployed,earningsYield,freeCashFlowYield,capexToOperatingCashFlow,capexToDepreciation,capexToRevenue,salesGeneralAndAdministrativeToRevenue,researchAndDevelopementToRevenue,stockBasedCompensationToRevenue,intangiblesToTotalAssets,averageReceivables,averagePayables,averageInventory,daysOfSalesOutstanding,daysOfPayablesOutstanding,daysOfInventoryOutstanding,operatingCycle,cashConversionCycle,freeCashFlowToEquity,freeCashFlowToFirm,tangibleAssetValue,netCurrentAssetValue,evToSalesTTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,evToEBITDATTM,netDebtToEBITDATTM,incomeQualityTTM,grahamNumberTTM,grahamNetNetTTM,taxBurdenTTM,interestBurdenTTM,workingCapitalTTM,investedCapitalTTM,returnOnAssetsTTM,operatingReturnOnAssetsTTM,returnOnTangibleAssetsTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnCapitalEmployedTTM,earningsYieldTTM,freeCashFlowYieldTTM,capexToOperatingCashFlowTTM,capexToDepreciationTTM,capexToRevenueTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,stockBasedCompensationToRevenueTTM,intangiblesToTotalAssetsTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysOfSalesOutstandingTTM,daysOfPayablesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,cashConversionCycleTTM,freeCashFlowToEquityTTM,freeCashFlowToFirmTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,dcf,Stock Price
,GOOGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9224466669065008,,,,,,,,,,,,,,,,,,,,,,,,,,,,4652583967240.0,,,,,,,,,,,,,,,,,,4600162967240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.010313104319799,26.684851807769295,72.21257457418243,21.262637238032127,0.2395676713205219,1.0882914710875862,108.57665575878792,-4.222146458384991,0.8239075541658738,0.9936888043989289,102565000000.0,466312000000.0,0.22759436810201172,0.21274168719211822,0.2516220329479614,0.3898493363523653,0.19209650290445626,0.23315298170671012,0.03481470503010381,0.014005808154804575,0.6304680733913383,4.752237257360252,0.26013451153192635,0.12391200427862156,0.15278796685014887,0.061973750846021684,0.09549110053855628,62942500000.0,14526000000.0,0.0,54.416671005239415,36.734330675744275,0.0,54.416671005239415,17.68234032949514,126457000000.0,64840129869.52878,411528000000.0,-11420000000.0,,,,,,,,,,,,,,,,,,,,,,
,AMZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1771531122552548,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019373544000.0,,,,,,,,,,,,,,,,,,2911301544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.064985330705354,20.32823817250271,-1221.429427184466,17.589676702241693,0.6295847508971432,1.6358399964756933,88.44488157197192,-23.89565298333799,0.790159340707156,1.1352934783682582,38399000000.0,548047000000.0,0.09905632588939921,0.09848778328121974,0.10165688701394231,0.2333561425996781,0.09646181360178514,0.12205339818310153,0.031229046327288332,-0.000849104760410212,1.0166429903521823,2.143741393262255,0.20329547535192305,0.0791773024438054,0.15495115620321603,0.02667022090105227,0.02558175054274898,71630500000.0,123329000000.0,37429500000.0,37.1164119465357,124.10264621791708,36.3447087906547,73.4611207371904,-50.641525480726685,7755000000.0,-470107570.20651245,418465000000.0,-219561000000.0,,,,,,,,,,,,,,,,,,,,,,
,META,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3477637798643936,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668921098080.0,,,,,,,,,,,,,,,,,,1605578098080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.763759800895968,13.459041113548386,34.58688782210432,14.712835753969303,0.55841774439537,1.7566974088713219,245.50358867048928,-22.607142857142858,0.7904302255268639,0.9631571000237279,63012000000.0,305804000000.0,0.17858823529411766,0.23275022955031782,0.19051719019060626,0.33215067171729057,0.19955653989217054,0.254214526954321,0.044040345541049,0.030053349667451514,0.6108629032258065,3.6566256335988414,0.35237226871601157,0.11456855365807139,0.29270618664607395,0.1037946065136791,0.06261353573687539,18619500000.0,11110000000.0,0.0,29.66347697045538,125.29275392184643,0.0,29.66347697045538,-95.62927695139105,75543000000.0,49626767731.96568,218933000000.0,-41804000000.0,,,,,,,,,,,,,,,,,,,,,,
,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.440775681341719,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113598940000.0,,,,,,,,,,,,,,,,,,5114021940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17270411967289,40.69781405195467,42.943993248009676,26.52776939677533,-0.00219439314394804,0.7872040497954427,34.49958720063582,2.4706826978506133,0.8425383888557508,0.9995146015247843,107111000000.0,143528000000.0,0.6151406306604901,0.696088376651647,0.6778773464707382,1.116574996283633,0.6299357881627576,0.7527482721833109,0.03112732158630852,0.023284217666066562,0.05230485164905132,2.0353050480024777,0.025925969758295166,0.019085490214642727,0.08216859770169355,0.026983206504372935,0.09254877174591673,39588000000.0,11454500000.0,23600000000.0,58.61805744582648,72.93985260684478,143.6687315949282,202.28678904075468,129.3469364339099,119076000000.0,119327076439.87901,171460000000.0,86995000000.0,,,,,,,,,,,,,,,,,,,,,,
,TSLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.043119104809889,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629331218800.0,,,,,,,,,,,,,,,,,,1636705218800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.646381949141286,98.58005922071636,232.76160268571428,155.51505381311443,-0.7038274315166555,4.264189886480908,26.4834583466486,-1.2522418058132343,0.7128931395990435,0.941308864265928,35610000000.0,91555000000.0,0.026968356015696752,0.03478847724931624,0.026968356015696752,0.04792077449738722,0.032115742668148844,0.044686365046630046,0.0027502140249761153,0.0042768850001787505,0.5764762826718296,1.5145445875059609,0.09734468067716262,0.06555032233676274,0.07098560467516014,0.033531196681617095,0.0,4267500000.0,14033500000.0,13413000000.0,14.763483484710715,67.71238859855083,66.50521346158702,81.26869694629774,13.556308347746906,5349000000.0,7244788302.372631,84745000000.0,10769000000.0,,,,,,,,,,,,,,,,,,,,,,
,NFLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4071526391702711,,,,,,,,,,,,,,,,,,,,,,,,,,,,367328812000.0,,,,,,,,,,,,,,,,,,362213016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.833842496710171,29.037210325558828,30.883004044153935,10.778687561067349,0.1501150057081776,0.9459113640032658,22.918244785092714,-3.8105919147709795,0.8329418472149075,0.9494737742209243,4939404000.0,9187703000.0,0.2191828348256817,0.23902330125429427,0.2191828348256817,0.4923666531701542,0.2307048991701021,0.2850933886061171,0.03681722458951968,0.03283759962949537,0.05976729841294409,0.04403748392947204,0.016124400277142296,0.11782275416041871,0.07524554493419407,0.009317062796683779,0.0,2293598000.0,897646500.0,0.0,15.597311255672638,13.663298176350038,0.0,15.597311255672638,1.9340130793226002,10860756000.0,12605884008.388124,31126399000.0,-12818533000.0,,,,,,,,,,,,,,,,,,,,,,
,AMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7249190938511325,,,,,,,,,,,,,,,,,,,,,,,,,,,,839838660000.0,,,,,,,,,,,,,,,,,,841552660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.423203396165963,86.35873110539845,97.95179146256122,103.86330200346278,-0.21197130843433093,1.9674286870321667,52.25943400172599,3.504445125689761,1.0131472491909386,0.9757252812314979,18122000000.0,62343000000.0,0.06289395042816605,0.05574574625721731,0.13131816275167785,0.0808176963164943,0.06218265629181962,0.06312196250867855,0.005950633619523685,0.010188310735064399,0.1183547557840617,0.3812520702219278,0.030731030063544613,0.12044107438457842,0.23388690126555242,0.04701767501468468,0.5210567288616559,6175000000.0,2963000000.0,7982500000.0,58.8128103807337,58.742616260337236,157.68580173987758,216.49861212061128,157.75599586027406,6133000000.0,8721640776.69903,22964000000.0,13448000000.0,,,,,,,,,,,,,,,,,,,,,,
,INTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311958341082388,,,,,,,,,,,,,,,,,,,,,,,,,,,,604165680000.0,,,,,,,,,,,,,,,,,,576381680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.237573796105128,60.53764328657314,-193.70493106764988,52.98769338712507,2.4367654797403966,-3.5452930728241565,,-8.755557741491245,1.7603993344425957,2.35378590078329,35272000000.0,162917000000.0,-0.015457892583718076,-0.024373681798440832,-0.017425677344972412,-0.029530113924462826,-0.028146144936852663,-0.028462232483594568,-0.005445015601153396,-0.005411344788057802,1.3125250501002004,1.0765121630506247,0.2436433978758626,0.08310548146494802,0.2512694604095754,0.04410096162788535,0.11292443457425048,3952500000.0,8520500000.0,0.0,27.60430035526291,75.27540114654452,0.0,27.60430035526291,-47.67110079128162,-8365000000.0,-1146394342.762064,101802000000.0,-18186000000.0,,,,,,,,,,,,,,,,,,,,,,
,JPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617859309007189,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723297562522.0,,,,,,,,,,,,,,,,,,802004562522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.044812855451143,12.226737823420484,12.226737823420484,21.155917386130106,11.310175921038093,2.403933072947758,249.06734017448827,-843.4440778857532,0.7888329360083572,1.0,-1416988000000.0,-1315928000000.0,0.012019038970712022,0.01601351152098441,0.012178811981176903,0.16319897590211221,0.02979031611147331,0.06261572831687419,0.07056427725461825,0.17574089548416216,0.0,0.0,0.0,0.2316205228579346,0.0,0.0,0.013118932348394799,412324000000.0,93329000000.0,0.0,546.5109598122679,0.0,0.0,546.5109598122679,546.5109598122679,315614000000.0,218363430838.6682,299749000000.0,-2245398000000.0,,,,,,,,,,,,,,,,,,,,,,
,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0876668042371715,,,,,,,,,,,,,,,,,,,,,,,,,,,,637147451176.0,,,,,,,,,,,,,,,,,,625575451176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.808084485927441,27.999096993144665,30.075404823035168,22.553093737425225,0.4096138189798591,1.0233855009893866,69.80700496892614,-22.43132957154377,0.840489869972785,0.981342037909418,2549000000.0,55968000000.0,0.23394249281949311,0.2741122571835112,0.47914152732287535,0.5889902060114826,0.3272747974412775,0.3985873008655056,0.0356075748347908,0.03386481991928387,0.06903673756371946,1.2159442724458205,0.036511957608013575,0.1123015780788807,0.0,0.021381922978594835,0.5117465728203348,3318000000.0,495000000.0,0.0,28.884770028121878,25.24900645802285,0.0,28.884770028121878,3.6357635700990265,24180000000.0,22033054278.80254,-12980000000.0,-27763000000.0,,,,,,,,,,,,,,,,,,,,,,
,COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0724510385756676,,,,,,,,,,,,,,,,,,,,,,,,,,,,410998236960.0,,,,,,,,,,,,,,,,,,424274236960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3999197408604604,27.399882464,46.67252293436294,28.403471800967523,-0.9174844505874222,1.6972165648336728,183.88290013542158,-45.96179968147629,0.7520422055820286,0.9871482570348593,3052000000.0,37345000000.0,0.10225616105518917,0.132005244929999,0.10225616105518917,0.28267353253960004,0.1905354645673913,0.25335740887033065,0.020818196908699977,0.020755443609059433,0.4129333333333333,2.414814814814815,0.021097664406121524,0.09052512543130316,0.0,0.0031029984297669855,0.0,3766000000.0,21505000000.0,19204500000.0,4.66216147172729,31.911546806888598,27.709091619915164,32.37125309164245,0.4597062847538531,8610000000.0,8915798162.014977,33509000000.0,-7744000000.0,,,,,,,,,,,,,,,,,,,,,,
,WMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,key-metrics-ttm,key-metrics-ttm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7694731710714161,,,,,,,,,,,,,,,,,,,,,,,,,,,,986092152111.0,,,,,,,,,,,,,,,,,,922642152111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3595551555704153,24.114549352220482,78.56056023828872,22.250375741482014,1.431698181325872,1.7805451537054777,27.759032872616924,-17.431860961224746,0.7528981484505111,0.91455620594911,-26482000000.0,160714000000.0,0.07961133536136902,0.10511688650907666,0.08818343500793635,0.242598335924409,0.11880609376815603,0.17273981148164894,0.02499534508314752,0.01360440770160034,0.6930450943949917,2.5966648341579623,0.039073217474028164,0.20814967496432535,0.0,0.0,0.0972075951202837,10917000000.0,62968500000.0,60710500000.0,5.365508303403396,42.1753928144813,41.97013691077828,47.335645214181675,5.160252399700376,17789000000.0,14712114325.833527,72530000000.0,-100531000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-09-27,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise-values,enterprise-values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895186810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.46,14948500000.0,3818743810000.0,35934000000.0,112377000000.0,,,,,,,,,,,,,,,,,
2024-09-28,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise-values,enterprise-values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584276329570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.79,15343783000.0,3495160329570.0,29943000000.0,119059000000.0,,,,,,,,,,,,,,,,,
2023-09-30,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise-values,enterprise-values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789534789510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.21,15744231000.0,2695569789510.0,29965000000.0,123930000000.0,,,,,,,,,,,,,,,,,
2022-09-24,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise-values,enterprise-values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548201314090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.43,16215963000.0,2439367314090.0,23646000000.0,132480000000.0,,,,,,,,,,,,,,,,,
2021-09-25,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enterprise-values,enterprise-values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555332882240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.92,16701272000.0,2453750882240.0,34940000000.0,136522000000.0,,,,,,,,,,,,,,,,,
